customerID,Evasao,Genero,Idoso,customer.Partner,customer.Dependents,Meses_como_cliente,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,Faturamento_Mensal,Faturamento_Total,Contas_Diarias
4377-VDHYI,,Male,0,,,32,,,Fiber optic,Yes,Yes,No,No,No,Yes,One year,,Electronic check,90.8,3023.85,3.0266666666666664
4378-BZYFP,,Male,0,,,17,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Mailed check,20.5,365.8,0.6833333333333333
4378-MYPGO,,Male,0,,,68,,,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,,Bank transfer (automatic),105.25,7173.15,3.5083333333333333
4381-MHQDC,,Female,0,,,47,,,DSL,Yes,No,Yes,Yes,No,No,Two year,,Mailed check,65.0,2879.9,2.1666666666666665
4385-GZQXV,,Female,1,,,16,,,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,,Electronic check,94.45,1511.2,3.1483333333333334
4385-ZKVNW,,Male,0,,,44,,,DSL,No,Yes,No,Yes,No,No,Month-to-month,,Bank transfer (automatic),54.9,2549.1,1.8299999999999998
4389-UEFCZ,,Female,0,,,72,,,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,,Electronic check,105.5,7544,3.5166666666666666
4390-KYULV,,Male,0,,,3,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Credit card (automatic),20.55,51.15,0.685
4391-LNRXK,,Male,0,,,22,,,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,,Bank transfer (automatic),94.95,2142.8,3.165
4391-RESHN,,Male,0,,,23,,,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,,Mailed check,104.05,2470.1,3.4683333333333333
4393-GEADV,,Male,0,,,70,,,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,,Credit card (automatic),114.75,7842.3,3.825
4393-OBCRR,,Female,0,,,3,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Mailed check,20.25,71.2,0.675
4393-RYCRE,,Male,0,,,44,,,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,,Electronic check,106.05,4510.8,3.5349999999999997
4395-PZMSN,,Male,1,,,5,,,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,,Electronic check,85.55,408.5,2.8516666666666666
4396-KLSEH,,Male,0,,,4,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Electronic check,19.85,63,0.6616666666666667
4397-FRLTA,,Female,0,,,4,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,20.15,84.5,0.6716666666666666
4398-HSCJH,,Female,0,,,3,,,DSL,No,No,No,Yes,Yes,No,Month-to-month,,Electronic check,63.6,155.65,2.12
4402-FTBXC,,Male,0,,,54,,,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,,Mailed check,89.8,4667,2.993333333333333
4403-BWPAY,,Male,0,,,14,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Credit card (automatic),24.8,321.7,0.8266666666666667
4404-HIBDJ,,Female,0,,,25,,,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,,Mailed check,74.3,1863.8,2.4766666666666666
4412-YLTKF,,Female,1,,,27,,,Fiber optic,No,No,Yes,No,No,No,Month-to-month,,Electronic check,78.05,2135.5,2.6016666666666666
4415-IJZTP,,Female,0,,,1,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,74.5,74.5,2.4833333333333334
4415-WNGVR,,Female,1,,,12,,,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,,Electronic check,79.2,943.85,2.64
4418-LZMSV,,Male,0,,,13,,,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,,Bank transfer (automatic),61.8,750.1,2.06
4419-UJMUS,,Male,0,,,69,,,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,,Electronic check,99.35,6856.45,3.3116666666666665
4422-QVIJA,,Female,0,,,35,,,DSL,No,No,No,No,No,No,Month-to-month,,Mailed check,50.15,1655.35,1.6716666666666666
4423-JWZJN,,Male,0,,,64,,,Fiber optic,No,No,Yes,No,No,Yes,One year,,Credit card (automatic),90.25,5629.15,3.0083333333333333
4423-YLHDV,,Female,0,,,21,,,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,,Bank transfer (automatic),104.4,2200.25,3.48
4424-TKOPW,,Male,1,,,2,,,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,,Electronic check,93.85,196.75,3.128333333333333
4425-OWHWB,,Female,0,,,20,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Credit card (automatic),19.35,433.75,0.645
4429-WYGFR,,Male,0,,,26,,,DSL,No,No,No,Yes,No,No,Month-to-month,,Bank transfer (automatic),49.15,1237.3,1.6383333333333332
4430-UZIPO,,Male,0,,,3,,,DSL,No,Yes,No,Yes,No,No,Month-to-month,,Mailed check,36.85,108.7,1.2283333333333333
4430-YHXGG,,Female,0,,,4,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,25.45,84.2,0.8483333333333333
4431-EDMIQ,,Female,0,,,7,,,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,,Electronic check,75.7,554.05,2.5233333333333334
4432-ADRLB,,Male,0,,,2,,,DSL,No,No,No,No,No,No,Month-to-month,,Mailed check,44.65,74.9,1.4883333333333333
4433-JCGCG,,Male,1,,,46,,,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,,Electronic check,101.0,4680.05,3.3666666666666667
4438-GGYWL,,Male,0,,,62,,,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,,Bank transfer (automatic),115.55,7159.05,3.8516666666666666
4439-JMPMT,,Female,0,,,5,,,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,,Electronic check,85.75,470.95,2.8583333333333334
4439-YRNVD,,Female,0,,,10,,,DSL,No,Yes,No,Yes,No,No,Month-to-month,,Electronic check,36.25,374,1.2083333333333333
4441-NIHPT,,Female,1,,,13,,,Fiber optic,No,No,Yes,No,No,No,Month-to-month,,Electronic check,74.3,940.35,2.4766666666666666
4443-EMBNA,,Female,0,,,71,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Bank transfer (automatic),24.75,1836.9,0.825
4445-KWOKW,,Female,0,,,42,,,DSL,Yes,Yes,No,No,No,No,One year,,Bank transfer (automatic),60.15,2421.6,2.005
4445-ZJNMU,,Male,0,,,9,,,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,,Credit card (automatic),99.3,918.75,3.31
4446-BZKHU,,Male,0,,,61,,,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,,Electronic check,105.55,6281.45,3.518333333333333
4450-DLLMH,,Male,0,,,2,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Credit card (automatic),71.3,157.75,2.3766666666666665
4450-MDZFX,,Male,0,,,60,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Bank transfer (automatic),74.35,4453.3,2.478333333333333
4450-YOOHP,,Female,0,,,39,,,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,,Credit card (automatic),50.65,1905.4,1.6883333333333332
4451-RWASJ,,Male,0,,,15,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Mailed check,19.5,239.75,0.65
4452-QIIEB,,Male,0,,,7,,,DSL,No,No,No,No,No,No,Month-to-month,,Mailed check,43.9,278.4,1.4633333333333334
4452-ROHMO,,Female,0,,,15,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,19.6,331.6,0.6533333333333334
4455-BFSPD,,Female,0,,,61,,,Fiber optic,No,No,No,Yes,Yes,Yes,One year,,Bank transfer (automatic),101.15,6383.9,3.371666666666667
4456-RHSNB,,Female,0,,,19,,,DSL,No,No,Yes,No,No,No,Month-to-month,,Bank transfer (automatic),49.6,962.9,1.6533333333333333
4458-KVRBJ,,Male,0,,,59,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,25.0,1510.5,0.8333333333333334
4459-BBGHE,,Male,0,,,30,,,DSL,No,No,No,No,Yes,Yes,Month-to-month,,Electronic check,44.5,1307.8,1.4833333333333334
4462-CYWMH,,Male,1,,,62,,,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,,Bank transfer (automatic),89.8,5629.55,2.993333333333333
4464-JCOLN,,Male,0,,,2,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Mailed check,19.85,35.9,0.6616666666666667
4465-VDKIQ,,Female,0,,,18,,,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,,Electronic check,77.8,1358.6,2.5933333333333333
4468-KAZHE,,Female,1,,,20,,,DSL,No,Yes,No,No,No,Yes,Month-to-month,,Electronic check,60.0,1259.35,2.0
4468-MLDTH,,Male,0,,,4,,,DSL,No,No,No,Yes,Yes,No,Month-to-month,,Electronic check,61.3,249.4,2.0433333333333334
4468-YDOVK,,Male,0,,,5,,,DSL,No,No,No,Yes,No,No,Month-to-month,,Bank transfer (automatic),48.65,235.2,1.6216666666666666
4471-KXAUH,,Female,0,,,42,,,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,,Electronic check,84.3,3588.4,2.81
4471-OIIDG,,Female,0,,,10,,,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,,Electronic check,100.6,1060.2,3.353333333333333
4472-LVYGI,,Female,0,,,0,,,DSL,Yes,No,Yes,Yes,Yes,No,Two year,,Bank transfer (automatic),52.55, ,1.7516666666666665
4472-VESGY,,Female,0,,,52,,,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,,Bank transfer (automatic),98.15,4993.4,3.271666666666667
4475-NVTLU,,Male,0,,,45,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Electronic check,19.2,903.7,0.64
4476-OSWTN,,Male,1,,,69,,,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,,Mailed check,110.55,7610.1,3.685
4477-QAXWD,,Male,0,,,25,,,DSL,No,No,Yes,No,Yes,No,One year,,Credit card (automatic),38.1,970.4,1.27
4480-MBMLB,,Female,0,,,36,,,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,,Bank transfer (automatic),104.8,3886.45,3.493333333333333
4480-QQRHC,,Female,1,,,8,,,Fiber optic,No,No,Yes,No,No,No,Month-to-month,,Bank transfer (automatic),74.05,600.15,2.4683333333333333
4482-EWFMI,,Female,0,,,2,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,69.7,135.2,2.3233333333333333
4482-FTFFX,,Male,0,,,5,,,DSL,No,No,Yes,Yes,No,No,Month-to-month,,Electronic check,56.15,291.45,1.8716666666666666
4484-CGXFK,,Female,0,,,3,,,DSL,No,No,No,No,No,Yes,Month-to-month,,Electronic check,55.3,196.15,1.8433333333333333
4484-GLZOU,,Female,0,,,52,,,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,,Electronic check,105.05,5624.85,3.5016666666666665
4486-EFAEB,,Male,0,,,13,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Electronic check,20.4,251.65,0.6799999999999999
4487-ZYJZK,,Female,0,,,38,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Credit card (automatic),19.6,763.1,0.6533333333333334
4488-KQFDT,,Female,0,,,61,,,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,,Electronic check,103.95,6423,3.4650000000000003
4488-PSYCG,,Male,0,,,16,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Bank transfer (automatic),20.25,327.45,0.675
4489-SNOJF,,Female,0,,,35,,,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,,Electronic check,72.25,2568.55,2.408333333333333
4495-LHSSK,,Female,0,,,18,,,DSL,Yes,No,No,No,No,No,Month-to-month,,Mailed check,57.65,992.7,1.9216666666666666
4498-WRAJX,,Male,1,,,71,,,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,,Credit card (automatic),105.1,7548.1,3.503333333333333
4500-HKANN,,Male,0,,,23,,,DSL,No,Yes,No,Yes,No,No,Two year,,Mailed check,59.7,1414.2,1.99
4501-EQDRN,,Female,0,,,1,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Bank transfer (automatic),69.7,69.7,2.3233333333333333
4501-UYKBC,,Female,1,,,46,,,DSL,No,No,Yes,Yes,No,Yes,One year,,Credit card (automatic),69.1,3255.35,2.3033333333333332
4501-VCPFK,,Male,0,,,26,,,DSL,No,No,Yes,Yes,No,No,Month-to-month,,Electronic check,35.75,1022.5,1.1916666666666667
4503-BDXBD,,Male,0,,,11,,,Fiber optic,No,Yes,No,No,No,No,Month-to-month,,Electronic check,74.95,815.5,2.4983333333333335
4504-YOULA,,Female,0,,,35,,,DSL,Yes,Yes,No,No,No,No,Month-to-month,,Credit card (automatic),59.45,2136.9,1.9816666666666667
4505-EXZHB,,Female,1,,,6,,,Fiber optic,No,No,Yes,No,No,No,Month-to-month,,Electronic check,74.4,434.1,2.48
4508-OEBEY,,Male,0,,,31,,,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,,Credit card (automatic),75.5,2424.45,2.5166666666666666
4510-HIMLV,,Male,0,,,1,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,69.8,69.8,2.3266666666666667
4510-PYUSH,,Female,1,,,38,,,DSL,Yes,Yes,No,No,No,No,Month-to-month,,Credit card (automatic),57.15,2250.65,1.905
4512-ZUIYL,,Female,0,,,2,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Bank transfer (automatic),70.0,153.05,2.3333333333333335
4513-CXYIX,,Female,1,,,71,,,Fiber optic,Yes,No,No,No,No,No,Two year,,Credit card (automatic),80.7,5676,2.69
4514-GFCFI,,Female,1,,,16,,,Fiber optic,No,No,No,No,Yes,No,Month-to-month,,Electronic check,84.75,1350.15,2.825
4518-FZBSX,,Male,0,,,42,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Mailed check,20.25,854.9,0.675
4521-WFJAI,,Male,0,,,56,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Bank transfer (automatic),25.95,1444.05,0.865
4521-YEEHE,,Female,0,,,18,,,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,,Electronic check,88.85,1594.75,2.9616666666666664
4522-AKYLR,,Female,1,,,13,,,DSL,No,Yes,Yes,No,No,No,Month-to-month,,Electronic check,54.8,731.3,1.8266666666666667
4522-XRWWI,,Male,0,,,42,,,DSL,Yes,No,No,Yes,Yes,Yes,One year,,Credit card (automatic),80.45,3375.9,2.6816666666666666
4523-WXCEF,,Female,0,,,59,,,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,,Electronic check,101.1,6039.9,3.3699999999999997
4524-QCSSM,,Male,0,,,26,,,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,,Bank transfer (automatic),44.65,1156.55,1.4883333333333333
4525-VZCZG,,Male,0,,,54,,,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,,Electronic check,105.85,5826.65,3.5283333333333333
4526-EXKKN,,Male,0,,,40,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,24.6,973.95,0.8200000000000001
4526-RMTLL,,Male,0,,,8,,,DSL,Yes,Yes,No,Yes,No,Yes,Two year,,Credit card (automatic),76.15,645.8,2.5383333333333336
4526-ZJJTM,,Female,1,,,25,,,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,,Bank transfer (automatic),88.4,2191.15,2.9466666666666668
4529-CKBCL,,Female,0,,,2,,,Fiber optic,No,No,No,No,Yes,No,Month-to-month,,Electronic check,80.2,146.05,2.6733333333333333
4530-NDRKU,,Female,0,,,42,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Electronic check,19.05,761.85,0.635
4531-AUZNK,,Female,0,,,51,,,Fiber optic,Yes,No,No,Yes,Yes,No,One year,,Mailed check,95.15,5000.05,3.171666666666667
4534-WGCIR,,Female,0,,,58,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Credit card (automatic),25.15,1509.9,0.8383333333333333
4536-IPCKQ,,Male,0,,,56,,,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,,Electronic check,98.6,5581.05,3.2866666666666666
4536-PLEQY,,Male,0,,,12,,,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,,Credit card (automatic),85.05,999.8,2.835
4537-CIBHB,,Female,0,,,9,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Mailed check,20.25,172.35,0.675
4537-DKTAL,,Female,0,,,2,,,DSL,No,No,No,No,No,No,Month-to-month,,Electronic check,45.55,84.4,1.5183333333333333
4538-WNTMJ,,Female,0,,,46,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Mailed check,24.95,1165.9,0.8316666666666667
4541-RMRLG,,Male,0,,,7,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Electronic check,19.25,112.3,0.6416666666666667
4544-RXFMG,,Male,0,,,8,,,DSL,No,No,No,No,No,No,One year,,Mailed check,43.45,345.5,1.4483333333333335
4546-FOKWR,,Female,0,,,16,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Credit card (automatic),74.75,1129.35,2.4916666666666667
4547-FZJWE,,Male,0,,,55,,,DSL,Yes,No,No,No,No,Yes,One year,,Credit card (automatic),59.45,3157,1.9816666666666667
4547-KQRTM,,Female,0,,,10,,,Fiber optic,No,Yes,No,No,No,No,Month-to-month,,Bank transfer (automatic),80.05,830.7,2.6683333333333334
4547-LYTDD,,Female,0,,,16,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,72.65,1194.3,2.421666666666667
4548-SDBKE,,Female,0,,,5,,,Fiber optic,No,No,No,No,Yes,No,Month-to-month,,Electronic check,85.2,474.8,2.8400000000000003
4549-ZDQYY,,Female,0,,,52,,,DSL,Yes,No,Yes,Yes,No,No,One year,,Credit card (automatic),57.95,3042.25,1.9316666666666669
4550-EVXNY,,Female,0,,,1,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,69.65,69.65,2.3216666666666668
4550-VBOFE,,Male,1,,,70,,,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,,Electronic check,102.95,7101.5,3.4316666666666666
4553-DVPZG,,Female,0,,,62,,,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,,Electronic check,101.35,6164.7,3.378333333333333
4554-YGZIH,,Male,1,,,49,,,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,,Credit card (automatic),90.05,4547.25,3.0016666666666665
4555-YIGPD,,Female,0,,,4,,,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,,Mailed check,57.2,223.75,1.9066666666666667
4558-CGYCZ,,Male,0,,,4,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,19.75,78.3,0.6583333333333333
4558-FANTW,,Female,0,,,17,,,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,,Electronic check,91.85,1574.45,3.0616666666666665
4559-UWIHT,,Male,0,,,14,,,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,,Electronic check,82.65,1185,2.7550000000000003
4560-WQAQW,,Female,0,,,59,,,DSL,Yes,No,No,Yes,No,Yes,One year,,Bank transfer (automatic),68.7,4070.95,2.29
4565-EVZMJ,,Female,0,,,47,,,DSL,Yes,Yes,No,Yes,No,No,One year,,Mailed check,58.9,2813.05,1.9633333333333334
4565-NLZBV,,Female,0,,,71,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Bank transfer (automatic),24.65,1710.15,0.8216666666666667
4566-GOLUK,,Male,0,,,47,,,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,,Bank transfer (automatic),107.35,5118.95,3.578333333333333
4566-NECEV,,Male,0,,,5,,,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,,Electronic check,96.55,500.1,3.2183333333333333
4566-QVRRW,,Female,0,,,11,,,DSL,No,No,No,No,No,No,Month-to-month,,Electronic check,44.05,483.7,1.4683333333333333
4567-AKPIA,,Female,0,,,41,,,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,,Bank transfer (automatic),109.1,4454.25,3.6366666666666663
4568-KNYWR,,Male,0,,,52,,,DSL,Yes,Yes,No,No,Yes,No,Two year,,Credit card (automatic),63.25,3342.45,2.1083333333333334
4568-TTZRT,,Male,0,,,9,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,20.4,181.8,0.6799999999999999
4570-QHXHL,,Female,0,,,9,,,DSL,No,No,No,No,No,No,Month-to-month,,Electronic check,43.75,405.7,1.4583333333333333
4572-DVCGN,,Female,0,,,10,,,Fiber optic,No,No,No,No,No,Yes,Month-to-month,,Bank transfer (automatic),80.25,846,2.675
4573-JKNAE,,Male,0,,,12,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Bank transfer (automatic),19.35,212.3,0.645
4576-CSAJH,,Male,0,,,22,,,DSL,No,Yes,No,Yes,No,No,One year,,Credit card (automatic),55.15,1193.05,1.8383333333333334
4578-PHJYZ,,Male,0,,,52,,,DSL,No,Yes,Yes,Yes,Yes,No,One year,,Electronic check,68.75,3482.85,2.2916666666666665
4580-TMHJU,,Female,0,,,43,,,DSL,No,No,No,No,Yes,No,Month-to-month,,Electronic check,56.15,2499.3,1.8716666666666666
4581-LNWUM,,Female,0,,,13,,,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,,Electronic check,49.15,649.4,1.6383333333333332
4581-SSPWD,,Female,0,,,3,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,75.8,246.3,2.5266666666666664
4583-PARNH,,Male,1,,,16,,,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,,Electronic check,91.55,1540.05,3.0516666666666667
4584-LBNMK,,Male,1,,,45,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Credit card (automatic),24.7,1174.35,0.8233333333333334
4585-HETAI,,Female,0,,,4,,,Fiber optic,No,No,Yes,No,No,No,Month-to-month,,Electronic check,73.75,325.45,2.4583333333333335
4585-XOMAN,,Male,1,,,34,,,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,,Credit card (automatic),85.2,2874.45,2.8400000000000003
4587-NUKOX,,Female,0,,,3,,,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,,Electronic check,79.1,246.5,2.6366666666666663
4587-VVTOX,,Female,0,,,6,,,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,,Electronic check,105.3,545.2,3.51
4588-YBNIB,,Female,0,,,1,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,19.6,19.6,0.6533333333333334
4589-IUAJB,,Male,0,,,70,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Bank transfer (automatic),24.25,1724.15,0.8083333333333333
4592-IWTJI,,Female,0,,,3,,,DSL,Yes,No,No,No,No,No,Month-to-month,,Credit card (automatic),29.7,91.7,0.99
4597-ELFTS,,Male,0,,,56,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Electronic check,24.9,1334,0.83
4597-NUCQV,,Male,1,,,24,,,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,,Electronic check,101.25,2440.15,3.375
4598-XLKNJ,,Female,1,,,25,,,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,,Electronic check,98.5,2514.5,3.283333333333333
4598-ZADCK,,Female,0,,,53,,,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,,Electronic check,53.6,2879.2,1.7866666666666666
4603-FDONU,,Female,0,,,32,,,DSL,Yes,Yes,No,No,No,No,Month-to-month,,Electronic check,35.15,1051.05,1.1716666666666666
4603-JANFB,,Male,0,,,1,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,69.85,69.85,2.328333333333333
4607-CHPCA,,Male,0,,,25,,,Fiber optic,No,No,No,No,Yes,Yes,One year,,Electronic check,90.4,2178.6,3.0133333333333336
4608-LCIMN,,Male,0,,,8,,,DSL,No,No,No,No,No,No,Month-to-month,,Bank transfer (automatic),44.65,369.15,1.4883333333333333
4609-KNNWG,,Female,0,,,27,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,19.9,550.1,0.6633333333333333
4610-WUVVT,,Male,1,,,46,,,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,,Electronic check,100.7,4541.2,3.356666666666667
4611-ANLQC,,Female,0,,,60,,,DSL,Yes,Yes,Yes,No,No,Yes,One year,,Electronic check,50.05,2911.5,1.6683333333333332
4612-SSVHJ,,Female,1,,,20,,,Fiber optic,No,No,No,No,No,Yes,Month-to-month,,Electronic check,81.45,1671.6,2.7150000000000003
4612-THJBS,,Female,1,,,56,,,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,,Bank transfer (automatic),104.75,5510.65,3.4916666666666667
4614-NUVZD,,Female,0,,,1,,,Fiber optic,No,No,No,No,No,Yes,Month-to-month,,Electronic check,81.1,81.1,2.703333333333333
4615-PIVVU,,Female,0,,,42,,,DSL,No,No,Yes,Yes,No,Yes,Two year,,Credit card (automatic),66.5,2762.75,2.216666666666667
4616-EWBNJ,,Female,0,,,16,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Bank transfer (automatic),20.1,318.6,0.67
4616-ULAOA,,Female,0,,,65,,,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,,Credit card (automatic),110.8,7245.9,3.6933333333333334
4619-EVPHY,,Female,1,,,20,,,Fiber optic,No,No,No,No,Yes,Yes,One year,,Bank transfer (automatic),91.0,1859.5,3.033333333333333
4622-YNKIJ,,Male,0,,,33,,,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,,Electronic check,88.95,3027.65,2.9650000000000003
4623-ZKHLY,,Male,0,,,22,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Bank transfer (automatic),20.45,471.55,0.6816666666666666
4625-EWPTF,,Male,0,,,8,,,DSL,Yes,No,No,No,No,No,Month-to-month,,Electronic check,30.45,226.45,1.015
4625-LAMOB,,Male,0,,,44,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Credit card (automatic),20.4,905.55,0.6799999999999999
4625-XMOYM,,Female,0,,,72,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Bank transfer (automatic),26.25,1988.05,0.875
4626-GYCZP,,Male,0,,,7,,,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,,Electronic check,93.85,635.6,3.128333333333333
4626-JYHAY,,Female,1,,,20,,,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,,Electronic check,94.1,1782.4,3.1366666666666663
4626-OZDTJ,,Female,0,,,51,,,DSL,No,Yes,No,Yes,Yes,Yes,One year,,Credit card (automatic),78.65,3950.85,2.621666666666667
